索爱手机的设计师设计出来的界面让人十分的恶心	13,15 -1
缺点铃声震动感太小	2,7 -1
但是屏幕对颜色的还原特别到位	2,4 1
字体显示清晰	0,4 1
在亮度对比度等方面的指数都很出色	1,3 1
传输速度理想	0,4 1
方便于携带的同时还带来良好的手感	14,16 1
屏幕分辨率确实低	0,5 -1
机身小真省劲啊	0,2 1
的拍摄的功能比起有了长足的进步	1,6 1
和弦铃声且铃声雄厚有力	5,7 1
出头性价比无敌	2,5 1
成像不够锐利	0,2 -1
感觉界面很漂亮	2,4 1
快捷键设计的很方便	0,5 1
大家都看到了体积偏大说它笨重言不为过	6,8 1
的全钢机身带来的是无与伦比的重量	14,16 1
可是拍照质量不怎样	2,6 -1
都说飞离谱的手机的电池很耐用	9,11 -1
屏幕清晰之外	0,2 1
其音乐播放能力自是不容忽视的	1,7 1
内存容量在现在手机里来说是偏小	0,4 -1
其他的如多重曝光等等功能都很强大	4,8 1
觉得的设计很奇怪也不好看	3,5 -1
自动关机功能和关机闹铃功能都很实用	0,6 1
看视频很棒了	1,3 1
内存太小	0,2 -1
较简单的操控要求	4,8 1
游戏的连贯性也表现一般	0,6 -1
大屏幕用起来就是一个字爽	1,3 1
图像刷新率很高	0,5 1
铃声音量偏小	0,4 -1
本机采用主流的和弦铃声	7,11 1
铃声种类丰富多彩	0,4 1
突出的键盘	3,5 1
铃声够大	0,2 1
铃声实在太小	0,2 -1
信号没传说那么给力	0,2 -1
拍摄的画面还不错	3,5 1
转轴部分的设计也非常考究	0,7 1
对于构图非常不利	2,4 -1
说明他的电子设计和技术较低端	4,8 -1
不过手机铃声的穿透力倒是蛮强的	2,10 1
操作起来不是很舒适	0,2 -1
速度非常快	0,2 1
用跟索尼对比拍照居然没有的效果好	-1,-1 -1
启动对焦成像都是一流的	0,2 1
选料上乘	0,2 1
脑海里始终浮现着曾经的彪悍的外形	14,16 1
由于图像表现出色	2,4 1
高感还是不错的	0,2 1
机身线条流畅明快	0,4 1
寸屏幕很漂亮啊	1,3 1
手机的核处理器发热控制还好	7,11 1
屏幕大看着感觉挺商务的	0,2 1
而且色彩也要比更加艳丽	2,4 1
该机有良好的数据扩展功能	6,12 1
自带的界面很美观	3,5 1
平滑的直线与弧线的结合让手机的机身流露出稳健与干练的气质	12,17 1
待机时间较短	0,4 -1
所以上手比较容易	2,4 1
